 Name:   Telugu
 SIL classification:     Dravidian > South-Central > Telugu
 ISO 639-3 code: tel
 WALS classification:    Family: Dravidian > Genus: South-Central Dravidian
 WALS coordinates:       16° N, 79° E
 Compiler        Anju Saxena
 Data entry personnel    David Karlander, Anju Saxena, K. Taraka Rama
 License:       This work is licensed under a Creative Commons Attribution 3.0 Unported License


S01.100	the world	ila; kuwalayam; jagam, jagattu, jagati 	--	The Amazon is the longest river in the world.
S19.650	to meet	kalusukonu; samaaweeśam awu 	--	We agreed to meet in front of the theatre.
S19.720	the prostitute	aaTaweladi; kaLaawati; kaamuki; gaNika; jaariNi; tottu; daaTLamaari; paDupukatte; muNDa  	gaNika n. class. prostitute.	–
S19.99902	Australia	-	--	--
S19.99903	China	cayna	--	--
S19.99904	Egypt	iijipTu	--	--
S19.99906	Greece	griisu	--	--
S19.99907	India	aaseetuhimaacalam; dharmakSeetram; bharatakhaNDam, bharatawarSam	aaseetuhimaacalam n. the whole of India	--
S19.99908	Madagascar	-	--	--
S19.99910	Sir	ayyaa; dora	--	--
S19.99911	Spain	-	--	--
S19.99913	the Brazilian	-	--	--
S19.99914	the certificate	yogyataa patram	--	--
S19.99915	the Chinese person	-	--	--
S19.99917	the European	yuuropiyanu vartakuDu	--	--
S19.99922	the French person	paraasu deesastuDu	--	--
S19.99925	the hockey	-	--	--
S19.99930	the policeman	rakSakabhaTuDu; pooliisu	--	--
S19.99931	the power	adhikaaram; taDaakhaa	--	--
S19.99935	the sport	aaTa; keeLi; kriiDa; celagaaTam; liila; heela 	keeLi n. class. 1 play, sport.	--
S19.99936	the student	adhyayana paruDu; chaatruDu; widyaarthi 	--	--
S20.110	to fight	pooTLaaDu; pooraaDu; sangharSincu 	--	The two tribes have been fighting for weeks.
S20.130	the war or battle	ani; aaji; utthaanam; raNam; samprahaaram   	ani, aaji, samprahaaram  n., class. war, battle	–
S20.140	the peace	śaantam, śaanti ; swaantana[m] ; haayi 	--	–
S20.150	the army	utthaanam; daNDu; phawju, pawju; waahini; seena; saynyam 	waahini n. class. 1 river. 2 army.	The Roman army conquered Jerusalem.
S20.170	the soldier	jawaanu, jamaanu; baNTu; b[h]aTuDu; sipaayi; saynikuDu 	--	–
S20.210	the weapons	astram; aayudham ; śastram 	SG	–
S20.220	the club	gada; duDDu; mudgaram; laaThii 	--	–
S20.222	the battle-axe	-	--	–
S20.230	the sling	waDise[la] 	--	–
S20.240	the bow	dhanussu; wilu, willu 	--	–
S20.250	the arrow	ampa, ambu ; ammu ; tuupu ; waaji ; śaram; baaNam	ampa, ambu, tuupu, waaji    n. class. arrow	–
S20.260	the spear	iiTe; barise ; ballem 	--	–
S20.270	the sword	aDidam; asi ; katti; karawaalam ; khaDgam 	aDidam, karawaalam  n. class. sword.	–
S20.280	the gun	tupaaki	--	She shot the thief with a gun.
S20.310	the armour	kawacam; sajja 	--	The knight wore a shining armor.
S20.330	the helmet	śirastraaNam, śirastram	--	Put on your helmet when you ride a motorcycle.
S20.340	the shield	Daalu	--	He held up his shield to protect his head from the attack.
S20.350	the fortress	kancukooTa; kooTa ; durgam 	fort, stronghold	–
S20.360	the tower	śikharam; goopuram	--	From the tower you can see the entire town.
S20.410	the victory	gelupu; jayam ; wijayam 	--	–
S20.420	the defeat	apajayam; asaphalata ; ooTami ; paraajayam; bhangapaaTu  	--	–
S20.430	the attack	aakramaNam; Dhaakaa ; taaku 	--	–
S20.440	to defend	rakSaNa	--	He defended himself but the robber took his wallet.
S20.450	to retreat	tappukonu; tiroogamincu; wenakadiiyu, wenudiiyu, wenakaaDu 	--	–
S20.460	to surrender	śaraNu kooru	--	–
S20.470	the captive or prisoner	kaydii, khaydii; bandi 	--	–
S20.471	the guard	kaapari; paharaa, paaraa 	--	I wanted to go in but the guard wouldn't let me.
S20.480	the booty	kolla	--	–
S20.490	the ambush	maaTu	--	–
S20.510	the fisherman	jaalari; daaśuDu; besta[waaDu] ; matsyakaaruDu 	daaśuDu n. class. fisherman.	–
S20.520	the fishhook	gaalam, geelam	--	–
S20.530	the fishing line	-	--	–
S20.540	the fishnet	wala	--	–
S20.550	the fish trap	uudi	--	–
S20.560	the bait	era	--	Worms are used as bait.
S20.610	to hunt	weeTaaDu	--	–
S20.620	to shoot	kaalcu	--	She shot the intruder with her gun.
S20.630	to miss	guri tappu	--	He shot at the bird but missed it.
S20.640	the trap	uccu; uri ; waagura	--	The hunter lay a trap for the bear.
S20.650	to trap	wala veeyu	--	The hunter trapped a fox.
S20.99903	the force	taDaakhaa; prataapam ; balam 	--	--
S21.110	the law	caTTam; nyaayam 	--	There ought to be a law against cutting down trees.
S21.150	the court	adaalatu; nyaayasthaanam 	--	–
S21.160	to adjudicate	-	--	–
S21.170	the judgment	tiirpu	--	–
S21.180	the judge	tagawari; praaDwiwaakuDu	praaDwiwaakuDu n. class. judge, adjudicator.	–
S21.210	the plaintiff	daawaadaaru; waadi 	--	–
S21.220	the defendant	uttarawaadi; pratiwaadi 	--	–
S21.230	the witness	saakSi	--	–
S21.240	to swear	pramaaNam ceeyu; śapatham paTTu 	--	I swear to tell the truth.
S21.250	the oath	aana; oTTu  satyapramaaNam 	--	–
S21.310	to accuse	aaroopincu	--	She accused him of stealing her purse.
S21.320	to condemn	adhikSeepincu; garhincu ; c[h]iikoTTu 	--	The judge condemned the defendant and sentenced him to two years in prison.
S21.330	to convict	muddaai; neerastuDu	--	He was convicted and sentenced to life in prison.
S21.340	to acquit	--	--	The defendant was acquitted of all charges.
S21.350	guilty	dooSi	--	The judge found the defendant guilty.
S21.360	innocent	amaayaka, amaayika, amaayakuDu; beela 	--	He was punished even though he was innocent.
S21.370	the penalty or punishment	; jarimaanaa, julmaanaa; julmaanaa; daNDana, daNDuga, daNDaga; śikSa 	--	–
S21.380	the fine	julmaanaa	--	I had to pay a fine of $100 for speeding.
S21.390	the prison	kaydu, khaydu; cera; bandikaana, bandiikhaanaa	--	–
S21.420	the murder	kuunii, khuunii; hatya 	--	Murder is punished very severely.
S21.430	the adultery	jaaratwam; miNDatanam ; ranku; wyabhicaaram ; swayrawihaaram 	--	–
S21.440	the rape	atyaacaaram; balaatkaaram 	--	–
S21.460	the arson	illu tagulabeTTuTa	--	–
S21.470	the perjury	apramaaNamu; asatyamu	--	–
S21.510	to steal	apaharincu; taskarincu;  daaTaweeyu, daaTeeyu; dongilincu, dongilu, dobbu; nuuku; m[r]uccilincu  	dobbu, nuuku  slang to steal, snatch away	–
S21.520	the thief	apharta; cooruDu; Takkari, takkari; taskaruDu ; donga ; mucci; rudraakSapilli 	mucci n. class. thief.	–
S22.110	the religion	matam; dharmamu	--	–
S22.120	the god	adhiiśwaruDu; animiSuDu ; jiyya; deewara; nirwikaaruDu ; parabrahma, paramaatma, parameeśwaruDu; paraatparuDu ; bhagawantuDu ; maadhawuDu; weelupu, weelpu 	jiyya n. class. god, king, lord, master. 	–
S22.130	the temple	aalayam; guDi ; deewaLam, deewaalayam; mandiram 	--	–
S22.1310	the church	carci	--	–
S22.1320	the mosque	masiidu	--	–
S22.140	the altar	weedi[ka]	--	–
S22.150	the sacrifice	aahuti; upahaaram; kratuwu; bali;  makham, magham; meedham; yajñam, yaagam 	makham, magham n. class. sacrifice.	–
S22.160	to worship	arcana; aaraadhana ; upasthaanam; upaasanam ; tiruwaaraadhana ; puuja ; seewa 	--	–
S22.170	to pray	abhyarthincu; praarthincu; weeDu[konu] 	--	The farmers prayed for rain.
S22.180	the priest	Ojja; arcakuDu; puujaari; aacaari;	--	–
S22.190	holy	tiru; pariśuddha ; pawitra ; paawana ; puniita ; mahaniiya; śrii  	tiru adjvl. prefix holy, sacred	–
S22.220	to preach	upadeeśincu; praboodhincu ; boodha ceeyu, boodha paracu, boodhincu 	--	–
S22.230	to bless	aaśiirwadincu; diiwincu 	--	–
S22.240	to curse	aakroośincu; ceDanaaDu; śapincu; śaapanaarthaalu peTTu 	--	–
S22.260	to fast	upawasincu; upooSam uNDu 	--	–
S22.310	the heaven	uurdhwalookam; diwam ; diwi; naakam, naakalookam; paramapadam  	diwi, naakam, naakalookam  n. class. heaven, sky.	–
S22.320	the hell	naagalookam; yamakuupam; yamalookam; narakam[u]	--	–
S22.350	the demon	asura, asuruDu, aasuruDu; dayyam; daanawuDu; daytyuDu; piśaacam, piśaaci; beetaaLam; raakSasuDu; raatrincaruDu 	daytyuDu n. class. demon.	–
S22.370	the idol	pratima; wigraham[u]	--	–
S22.420	the magic	indrajaalam	--	–
S22.430	the sorcerer or witch	mantragaaDu; maantrikuDu 	sorcerer	–
S22.440	the fairy or elf	yakSiNi; moohini; kannika	--	–
S22.450	the ghost	gaali; niśaacaruDu; preeta[m]; buuci ; bhuutam 	--	–
S22.470	the omen	Nimittam; śakunam[u]	--	–
S22.5000	the circumcision	sunnati, sunti	--	–
S22.5100	the initiation ceremony	-	--	–
S22.99901	Christ	kriistu	--	--
S22.99902	Christmas	krismas selawulu; krismas salawulu 	--	--
S22.99903	Easter	-	--	--
S22.99904	the bishop	-	--	--
S22.99905	the funeral	dinakaaryam; uttara kriya	--	--
S22.99909	the Muslim	turaka; musalmaan, musliim 	--	--
S22.99910	the rosary	japamaalika	--	--
S23.1000	the radio	wistantri	wireless, radio	–
S23.1100	the television	duuradarśan	--	–
S23.1200	the telephone	doora śrawana yantramu	--	–
S23.1300	the bicycle	saykilu	--	–
S23.1350	the motorcycle	motaaru saykilu	--	–
S23.1400	the car	kaaru	--	–
S23.1500	the bus	bassu	--	–
S23.1550	the train	raylu, raylubaNDi 	--	–
S23.1600	the airplane	wimaanam	--	–
S23.1700	the electricity	widyucchakti, widyuttu 	--	–
S23.1750	the battery	-	--	–
S23.1800	to brake	breeku	--	–
S23.1850	the motor	motaaru	--	–
S23.1900	the machine	jantram; miSanu; yantramu	--	–
S23.1950	the petroleum	śilaataylam; camuru	--	–
S23.2000	the hospital	aaspatri; waydyaśaala 	--	–
S23.2100	the nurse	narsu	--	–
S23.2200	the pill or tablet	guTi[ka]; goolii ; maatra 	--	–
S23.2300	the injection	suudimandu	suudimandu n. colloq. injection.	–
S23.2400	the spectacles/glasses	Suloocanam; kaLLaddaalu	--	–
S23.3000	the government	prabhutwam	--	–
S23.3100	the president	adhyakSuDu	--	–
S23.3200	the minister	amaatyuDu; mantri; saciwuDu	saciwuDu n. class. minister.	–
S23.3300	the police	rakSaka[bhaTa] śaakha	--	–
S23.3400	the driver's license	-	--	–
S23.3500	the license plate	-	--	–
S23.3600	the birth certificate	janma dhruwiikarana patramu	--	–
S23.3700	the crime	atyaacaaram; apacaaram ; daaruNam ;duNDagam; duSkṛtyam; dooSam; neeram; paatakam; paapam 	--	–
S23.3800	the election	ennika	--	–
S23.3850	the address	cirunaamaa; pattaa 	--	The address is written on the envelope.
S23.3900	the number	sankhya	--	number two
S23.3950	the street	bajaaru; wiidhi 	--	–
S23.4000	the post/mail	Tapaa[lu], Tappaa, tapaalaa	--	–
S23.4100	the postage stamp	accu, accupooyu; mudra; moharu; tapaala biLLa	--	–
S23.4200	the letter	khattu; jaabu; leekha	leekha n. class. letter, epistle.	–
S23.4300	the postcard	tapaala kaarDu	--	–
S23.4400	the bank(financialinstitution)	byaanku	--	–
S23.5000	the tap/faucet	kuLaayi	--	–
S23.5100	the sink	-	--	–
S23.5200	the toilet	paakiidoDDi	--	–
S23.5300	the mattress	parupu	--	–
S23.5400	the tin/can	tagaram 	--	–
S23.5500	the screw	mara; siila 	--	–
S23.5550	the screwdriver	-	--	–
S23.5600	the bottle	buDDi; siisaa 	--	–
S23.5650	the candy/sweets	kaNDacakkera; kalakaNDa; khaNDasarkara, khaNDaśarkara; paTika bellam; miśri 	--	–
S23.5700	the plastic	-	--	–
S23.5750	the bomb	baambu	--	–
S23.5800	the workshop	kaarkhaanaa	--	–
S23.5900	the cigarette	cigareTTu, cigireTTu	--	–
S23.6000	the newspaper	dinapatrika	dinapatrika n. daily newspaper.	–
S23.6100	the calendar	maanam	--	–
S23.6200	the film/movie	calanacitram; sinimaa 	--	–
S23.6300	the music	sangiitam 	--	–
S23.6400	the song	giitam, giiti ; geeyam; paaTa	--	–
S23.9000	the tea	teeniiru, teeyaaku 	--	–
S23.9100	the coffee	kaaphii	--	–
S23.99901	the license	-	--	--
S24.0100	to be	awu; awwu	--	–
S24.0200	to become	awu	--	The caterpillar became a butterfly.
S24.0300	without	-	--	–
S24.0400	with	ceeta; wadda 	wadda p.p. obs. with	–
S24.0500	through	dwaaraa; madhyanunci; miidanunci, miinci; walla	--	The car went through the tunnel.
S24.0600	not	kaakuNDaa; kaani 	--	–
S24.0700	this	idi: idee ; ii 	--	this man
S24.0800	that	adi; adee 	--	that woman
S24.0900	here	ikkaDa	--	–
S24.1000	there	Ata; akkaDa	--	–
S24.1100	other	takkina; tatima, tatimmaa; migata[a] 	--	I don't want this one, give me the other one.
S24.1200	next	anantara; awatali, awatala ; tadanantara ; pakka ; mali, malu 	--	–
S24.1300	same	idee	--	the same person
S24.1400	nothing	eeguDDuu	eeguDDuu n. slang, in neg. constr. nothing	I saw nothing.
S24.99910	someone	ewaroo; okaDu, okaru; okaLLu	okaru pron. pl. 1 some persons. 2 polite pl. used for sing, someone, some person. okaLLu pron. pl. always with singular meaning someone.	--
S24.99912	then	antaTa; aaweeLa 	--	--
S24.99913	they (dual)	-	--	--
S24.99914	we (dual inclusive)	-	--	--
S24.99917	which	eewi	--	--
